observation_date,latitude,longitude,methane_column_ppb,quality_flag,country_code
2023-01-01,26.282036,-81.368454,1926.6201,1.0,USA
2023-01-01,30.981407,-83.74649,1930.3782,1.0,USA
2023-01-01,31.029085,-83.76554,1921.2217,1.0,USA
2023-01-01,31.114168,-83.57886,1920.315,1.0,USA
2023-01-01,31.076828,-83.78469,1924.6774,1.0,USA
2023-01-01,31.161947,-83.59793,1922.3707,1.0,USA
2023-01-01,31.124634,-83.80377,1921.6115,1.0,USA
2023-01-01,31.20979,-83.61694,1924.4625,1.0,USA
2023-01-01,31.172398,-83.82287,1922.6981,1.0,USA
2023-01-01,31.220085,-83.84208,1926.9418,1.0,USA
2023-01-01,31.267735,-83.861404,1923.4636,1.0,USA
2023-01-01,31.353006,-83.674355,1920.1512,1.0,USA
2023-01-01,31.03975,-84.475815,1920.3514,1.0,USA
2023-01-01,31.227013,-84.07312,1922.128,1.0,USA
2023-01-01,31.315485,-83.880585,1922.6722,1.0,USA
2023-01-01,31.400793,-83.69346,1936.0352,1.0,USA
2023-01-01,30.664276,-85.38328,1920.7712,1.0,USA
2023-01-01,30.988071,-84.706314,1921.7734,1.0,USA
2023-01-01,31.087378,-84.49529,1929.7285,1.0,USA
2023-01-01,31.274727,-84.092445,1924.6266,1.0,USA
2023-01-01,31.363237,-83.89983,1928.7112,1.0,USA
2023-01-01,31.448584,-83.71264,1935.4596,1.0,USA
2023-01-01,31.13499,-84.514786,1926.2034,1.0,USA
2023-01-01,31.230503,-84.31023,1923.8077,1.0,USA
2023-01-01,31.410973,-83.9191,1932.4054,1.0,USA
2023-01-01,31.496357,-83.731834,1928.7473,1.0,USA
2023-01-01,30.979683,-84.9636,1924.3997,1.0,USA
2023-01-01,31.182585,-84.53426,1926.0653,1.0,USA
2023-01-01,31.370102,-84.13111,1932.4961,1.0,USA
2023-01-01,31.45869,-83.938354,1931.8405,1.0,USA
2023-01-01,31.544111,-83.75101,1932.6504,1.0,USA
2023-01-01,31.626553,-83.56877,1929.1136,1.0,USA
2023-01-01,31.325747,-84.3491,1923.1987,1.0,USA
2023-01-01,31.753979,-83.410446,1926.3091,1.0,USA
2023-01-01,31.830988,-83.23751,1923.3584,1.0,USA
2023-01-01,33.308113,-79.70509,1924.3916,1.0,USA
2023-01-01,33.500465,-79.312454,1922.4647,1.0,USA
2023-01-01,33.478397,-79.53247,1923.7725,1.0,USA
2023-01-01,33.5489,-79.32978,1929.964,1.0,USA
2023-01-01,33.59739,-79.347084,1926.5013,1.0,USA
2023-01-01,33.64591,-79.36435,1933.8362,1.0,USA
2023-01-01,33.694416,-79.381645,1925.6952,1.0,USA
2023-01-01,33.827545,-78.98905,1923.1418,1.0,USA
2023-01-01,33.859276,-78.89346,1926.9801,1.0,USA
2023-01-01,33.951054,-78.612274,1931.5004,1.0,USA
2023-01-01,34.009563,-78.42914,1931.9906,1.0,USA
2023-01-01,33.74288,-79.39902,1928.0472,1.0,USA
2023-01-01,33.907806,-78.91058,1930.0789,1.0,USA
2023-01-01,33.99962,-78.62925,1920.5914,1.0,USA
2023-01-01,34.19603,-78.00132,1921.2028,1.0,USA
2023-01-01,33.79132,-79.41645,1928.4557,1.0,USA
2023-01-01,33.95631,-78.927765,1921.4489,1.0,USA
2023-01-01,34.04816,-78.646286,1922.835,1.0,USA
2023-01-01,34.24465,-78.01801,1935.1863,1.0,USA
2023-01-01,34.004856,-78.94492,1932.2639,1.0,USA
2023-01-01,34.096745,-78.66329,1928.3978,1.0,USA
2023-01-01,34.155323,-78.47986,1922.2742,1.0,USA
2023-01-01,34.29331,-78.03469,1938.6548,1.0,USA
2023-01-01,33.88828,-79.451256,1928.9207,1.0,USA
2023-01-01,34.0534,-78.96207,1925.5953,1.0,USA
2023-01-01,34.14532,-78.68029,1927.3478,1.0,USA
2023-01-01,34.315266,-78.139015,1920.2354,1.0,USA
2023-01-01,34.34196,-78.05135,1930.9617,1.0,USA
2023-01-01,34.41952,-77.79222,1921.9579,1.0,USA
2023-01-01,34.101963,-78.97926,1925.9409,1.0,USA
2023-01-01,34.36393,-78.15577,1923.6012,1.0,USA
2023-01-01,34.390636,-78.06806,1928.0228,1.0,USA
2023-01-01,34.517963,-77.63892,1921.7391,1.0,USA
2023-01-01,34.150505,-78.99646,1932.8982,1.0,USA
2023-01-01,34.2425,-78.714386,1923.3973,1.0,USA
2023-01-01,34.43929,-78.08478,1931.6675,1.0,USA
2023-01-01,34.566666,-77.65541,1925.0145,1.0,USA
2023-01-01,34.684708,-77.23963,1920.1627,1.0,USA
2023-01-01,34.857094,-76.596375,1927.7695,1.0,USA
2023-01-01,34.48791,-78.101494,1932.5475,1.0,USA
2023-01-01,34.905872,-76.61227,1926.3995,1.0,USA
2023-01-01,34.926167,-76.53333,1927.481,1.0,USA
2023-01-01,34.53655,-78.118256,1938.6428,1.0,USA
2023-01-01,34.66402,-77.688416,1922.1654,1.0,USA
2023-01-01,34.782154,-77.27218,1922.6244,1.0,USA
2023-01-01,34.97497,-76.549225,1925.0077,1.0,USA
2023-01-01,34.585205,-78.13507,1932.7487,1.0,USA
2023-01-01,34.712727,-77.705,1920.216,1.0,USA
2023-01-01,34.78467,-77.45366,1929.694,1.0,USA
2023-01-01,34.179077,-79.556175,1921.7297,1.0,USA
2023-01-01,34.761395,-77.721535,1921.9579,1.0,USA
2023-01-01,34.81008,-77.73808,1926.6223,1.0,USA
2023-01-01,31.847708,-85.88658,1929.3784,1.0,USA
2023-01-01,31.894953,-85.90708,1928.9297,1.0,USA
2023-01-01,35.174686,-77.95663,1922.8759,1.0,USA
2023-01-01,35.199497,-77.871315,1941.2992,1.0,USA
2023-01-01,35.22393,-77.78655,1920.0247,1.0,USA
2023-01-01,32.03692,-85.96844,1932.0088,1.0,USA
2023-01-01,32.655666,-84.66328,1924.0117,1.0,USA
2023-01-01,35.24816,-77.88803,1931.9781,1.0,USA
2023-01-01,35.272602,-77.80322,1924.3724,1.0,USA
2023-01-01,32.084126,-85.98907,1921.9127,1.0,USA
2023-01-01,32.703175,-84.68338,1922.2251,1.0,USA
2023-01-01,35.296795,-77.9048,1934.7037,1.0,USA
2023-01-01,32.13142,-86.00964,1923.9633,1.0,USA
2023-01-01,32.750755,-84.70345,1920.532,1.0,USA
2023-01-01,35.217308,-78.354744,1938.0552,1.0,USA
2023-01-01,35.295406,-78.09304,1927.6425,1.0,USA
2023-01-01,32.17864,-86.03033,1925.833,1.0,USA
2023-01-01,35.12685,-78.82182,1934.5002,1.0,USA
2023-01-01,35.26591,-78.3718,1939.8225,1.0,USA
2023-01-01,32.225853,-86.05103,1927.7157,1.0,USA
2023-01-01,35.11632,-79.02466,1933.8142,1.0,USA
2023-01-01,35.146114,-78.93149,1938.0292,1.0,USA
2023-01-01,35.17539,-78.83915,1949.6935,1.0,USA
2023-01-01,35.2876,-78.4775,1929.5059,1.0,USA
2023-01-01,35.314507,-78.38888,1940.1818,1.0,USA
2023-01-01,32.27308,-86.071724,1924.7942,1.0,USA
2023-01-01,35.103607,-79.23113,1923.2524,1.0,USA
2023-01-01,35.1345,-79.13616,1920.0809,1.0,USA
2023-01-01,35.16484,-79.04208,1941.0464,1.0,USA
2023-01-01,35.194645,-78.94886,1929.7391,1.0,USA
2023-01-01,35.33619,-78.49463,1923.9146,1.0,USA
2023-01-01,35.677654,-77.30516,1930.1578,1.0,USA
2023-01-01,35.699486,-77.22374,1926.8376,1.0,USA
2023-01-01,35.72102,-77.142685,1933.4445,1.0,USA
2023-01-01,35.742268,-77.06198,1927.0779,1.0,USA
2023-01-01,32.32034,-86.09236,1923.0905,1.0,USA
2023-01-01,35.213367,-79.0595,1929.8492,1.0,USA
2023-01-01,35.384785,-78.51174,1922.5293,1.0,USA
2023-01-01,35.726383,-77.3216,1922.4998,1.0,USA
2023-01-01,35.748222,-77.240135,1924.7089,1.0,USA
2023-01-01,35.769764,-77.159035,1933.313,1.0,USA
2023-01-01,35.79102,-77.078285,1929.2098,1.0,USA
2023-01-01,35.950336,-78.41851,1920.8817,1.0,USA
2023-01-01,36.051037,-78.07278,1921.5211,1.0,USA
2023-01-01,35.91909,-78.70155,1930.1359,1.0,USA
2023-01-01,35.972744,-78.523674,1920.0153,1.0,USA
2023-01-01,35.998928,-78.43571,1922.5366,1.0,USA
2023-01-01,36.024704,-78.34836,1939.2802,1.0,USA
2023-01-01,36.050076,-78.261604,1925.0498,1.0,USA
2023-01-01,36.07506,-78.175415,1944.7394,1.0,USA
2023-01-01,36.147793,-77.92006,1938.021,1.0,USA
2023-01-01,36.17133,-77.83594,1927.3203,1.0,USA
2023-01-01,36.07335,-78.365486,1936.7245,1.0,USA
2023-01-01,36.098732,-78.27868,1925.956,1.0,USA
